congress	chamber	committee	committee_short	year	date	hearing_title	hearing_id	witness	affiliation	opensectrets_industry	opensectrets_sector	category	subcategory	state_research	contrarian_organisation	contrarian	denialist
110	Senate	Committee on Environment and Public Works	Environment and Public Works	2007	2007-03-01	State, Regional and Local Perspectives on Global Warming	110shrg53827	Corzine, Hon. Jon S., Governor, State of New Jersey	State of New Jersey	Civil Servants/Public Officials	Other	Government Officials	Government Officials	0		Other witness	Other witness
110	Senate	Committee on Environment and Public Works	Environment and Public Works	2007	2007-03-01	State, Regional and Local Perspectives on Global Warming	110shrg53827	Perata, Hon. Don, President Pro Tem, California State Senate	California State Senate	Civil Servants/Public Officials	Other	Government Officials	Government Officials	0		Other witness	Other witness
110	Senate	Committee on Environment and Public Works	Environment and Public Works	2007	2007-03-01	State, Regional and Local Perspectives on Global Warming	110shrg53827	Nunez, Hon. Fabian, speaker, California State Assembly	California State Assembly	Civil Servants/Public Officials	Other	Government Officials	Government Officials	0		Other witness	Other witness
110	Senate	Committee on Environment and Public Works	Environment and Public Works	2007	2007-03-01	State, Regional and Local Perspectives on Global Warming	110shrg53827	Adkins, Dennis, chairman, House Committee on Energy and Technology, Oklahoma State House	Committee on Energy	Civil Servants/Public Officials	Other	Government Officials	Government Officials	0		Other witness	Other witness
110	Senate	Committee on Environment and Public Works	Environment and Public Works	2007	2007-03-01	State, Regional and Local Perspectives on Global Warming	110shrg53827	Harvey, Hon. Ted, Senator, Colorado State Senate	Colorado State Senate	Civil Servants/Public Officials	Other	Government Officials	Government Officials	0		Other witness	Other witness
110	Senate	Committee on Environment and Public Works	Environment and Public Works	2007	2007-03-01	State, Regional and Local Perspectives on Global Warming	110shrg53827	Nickels, Hon. Greg, Mayor, City of Seattle, WA	City of Seattle, WA	Electric Utilities	Energy & Natural Resources	Fossil Fuel Industry	Electric Utilities	0		Other witness	Other witness
110	Senate	Committee on Environment and Public Works	Environment and Public Works	2007	2007-03-01	State, Regional and Local Perspectives on Global Warming	110shrg53827	Cownie, Hon. Frank, Mayor, City of Des Moines, IA	City of Des Moines, IA	Civil Servants/Public Officials	Other	Government Officials	Government Officials	0		Other witness	Other witness
110	Senate	Committee on Environment and Public Works	Environment and Public Works	2007	2007-03-01	State, Regional and Local Perspectives on Global Warming	110shrg53827	Homrighausen, Hon. Richard P., Mayor, City of Dover, OH	Mayor, City of Dover	Civil Servants/Public Officials	Other	Government Officials	Government Officials	0		Other witness	Other witness
110	Senate	Committee on Environment and Public Works	Environment and Public Works	2007	2007-01-30	Senators' Perspectives on Global Warming	110shrg33987	Akaka, Hon. Daniel, U.S. Senator from the State of Hawaii	State of Hawaii	Civil Servants/Public Officials	Other	Government Officials	Government Officials	0		Other witness	Other witness
110	Senate	Committee on Environment and Public Works	Environment and Public Works	2007	2007-01-30	Senators' Perspectives on Global Warming	110shrg33987	Bingaman, Hon. Jeff, U.S. Senator from the State of New Mexico	State of New Mexico	Civil Servants/Public Officials	Other	Government Officials	Government Officials	0		Other witness	Other witness
110	Senate	Committee on Environment and Public Works	Environment and Public Works	2007	2007-01-30	Senators' Perspectives on Global Warming	110shrg33987	Durbin, Hon. Richard J., U.S. Senator from the State of Illinois	State of Illinois	Civil Servants/Public Officials	Other	Government Officials	Government Officials	0		Other witness	Other witness
110	Senate	Committee on Environment and Public Works	Environment and Public Works	2007	2007-01-30	Senators' Perspectives on Global Warming	110shrg33987	Feinstein, Hon. Dianne, U.S. Senator from the State of California	State of California	Civil Servants/Public Officials	Other	Government Officials	Government Officials	0		Other witness	Other witness
110	Senate	Committee on Environment and Public Works	Environment and Public Works	2007	2007-01-30	Senators' Perspectives on Global Warming	110shrg33987	Kerry, Hon. John, U.S. Senator from the Commonwealth of Massachusetts	Commonwealth of Massachusetts	Civil Servants/Public Officials	Other	Government Officials	Government Officials	0		Other witness	Other witness
110	Senate	Committee on Environment and Public Works	Environment and Public Works	2007	2007-01-30	Senators' Perspectives on Global Warming	110shrg33987	Levin, Hon. Carl, U.S. Senator from the State of Michigan	State of Michigan	Civil Servants/Public Officials	Other	Government Officials	Government Officials	0		Other witness	Other witness
110	Senate	Committee on Environment and Public Works	Environment and Public Works	2007	2007-01-30	Senators' Perspectives on Global Warming	110shrg33987	Lincoln, Hon. Blanche, U.S. Senator from the State of Arkansas	State of Arkansas	Civil Servants/Public Officials	Other	Government Officials	Government Officials	0		Other witness	Other witness
110	Senate	Committee on Environment and Public Works	Environment and Public Works	2007	2007-01-30	Senators' Perspectives on Global Warming	110shrg33987	McCain, Hon. John, U.S. Senator from the State of Arizona	State of Arizona	Civil Servants/Public Officials	Other	Government Officials	Government Officials	0		Other witness	Other witness
110	Senate	Committee on Environment and Public Works	Environment and Public Works	2007	2007-01-30	Senators' Perspectives on Global Warming	110shrg33987	Murkowski, Hon. Lisa, U.S. Senator from the State of Alaska	State of Alaska	Civil Servants/Public Officials	Other	Government Officials	Government Officials	0		Other witness	Other witness
110	Senate	Committee on Environment and Public Works	Environment and Public Works	2007	2007-01-30	Senators' Perspectives on Global Warming	110shrg33987	Nelson, Hon. Bill, U.S. Senator from the State of Florida	State of Florida	Civil Servants/Public Officials	Other	Government Officials	Government Officials	0		Other witness	Other witness
110	Senate	Committee on Environment and Public Works	Environment and Public Works	2007	2007-01-30	Senators' Perspectives on Global Warming	110shrg33987	Obama, Hon. Barack, U.S. Senator from the State of Illinois	State of Illinois	Civil Servants/Public Officials	Other	Government Officials	Government Officials	0		Other witness	Other witness
110	Senate	Committee on Energy and Natural Resources	Energy and Natural Resources	2007	2007-02-13	Economics of Climate Change	110shrg35906	Stern, Sir Nicholas, Head of The Government Economic Service, United Kingdom	Government Economic Service, United Kingdom	International/Intergovernmental	Other	Other	International/Intergovernmental	0		Other witness	Other witness
110	Senate	Committee on Energy and Natural Resources	Energy and Natural Resources	2007	2007-02-13	Economics of Climate Change	110shrg35906	Yohe, Gary, Ph.D., Economics Professor, Wesleyan University	Wesleyan University	Education	Other	Scientists	Scientists	0		Other witness	Other witness
110	Senate	Committee on Energy and Natural Resources	Energy and Natural Resources	2007	2007-02-13	Economics of Climate Change	110shrg35906	Jacoby, Henry, Ph.D., Massachusetts Institute of Technology	Massachusetts Institute of Technology	Education	Other	Scientists	Scientists	0		Other witness	Other witness
110	House	Committee on Energy and Commerce	Energy and Commerce	2007	2007-03-20	Climate Change: Perspectives of Utility Ceos	110hhrg36921	Jeffry E. Sterba, chairman, president, and chief executive officer, PNM Resources, Incorporated, Albuquerque, NM	PNM Resources	Electric Utilities	Energy & Natural Resources	Fossil Fuel Industry	Electric Utilities	0		Other witness	Other witness
110	House	Committee on Energy and Commerce	Energy and Commerce	2007	2007-03-20	Climate Change: Perspectives of Utility Ceos	110hhrg36921	James E. Rogers, president, and chief executive officer, Duke Energy Corporation, Charlotte, NC	Duke Energy	Electric Utilities	Energy & Natural Resources	Fossil Fuel Industry	Electric Utilities	0		Other witness	Other witness
110	House	Committee on Energy and Commerce	Energy and Commerce	2007	2007-03-20	Climate Change: Perspectives of Utility Ceos	110hhrg36921	David Sokol, president, and chief executive officer, MidAmerican Corporation, Omaha, ND	Midamerican Corporation	Electric Utilities	Energy & Natural Resources	Fossil Fuel Industry	Electric Utilities	0		Other witness	Other witness
110	House	Committee on Energy and Commerce	Energy and Commerce	2007	2007-03-20	Climate Change: Perspectives of Utility Ceos	110hhrg36921	Michael G. Morris, chairman, president, and chief executive officer, American Electric Power, Columbus, OH	American Electric Power	Electric Utilities	Energy & Natural Resources	Fossil Fuel Industry	Electric Utilities	0		Other witness	Other witness
110	House	Committee on Energy and Commerce	Energy and Commerce	2007	2007-03-20	Climate Change: Perspectives of Utility Ceos	110hhrg36921	Jackson E. Reasor, president, and chief executive officer, Old Dominion Cooperative, Glen Allen, VA	Old Dominion Cooperative	Electric Utilities	Energy & Natural Resources	Fossil Fuel Industry	Electric Utilities	0		Other witness	Other witness
110	House	Committee on Energy and Commerce	Energy and Commerce	2007	2007-03-20	Climate Change: Perspectives of Utility Ceos	110hhrg36921	Milton B. Lee, general manager, and chief executive officer, CPS Energy, San Antonio, TX	Cps Energy	Electric Utilities	Energy & Natural Resources	Fossil Fuel Industry	Electric Utilities	0		Other witness	Other witness
110	Senate	Committee on Energy and Natural Resources	Energy and Natural Resources	2008	2008-06-25	Future Energy Needs	110shrg44855	Hirst, Neil, Director, Energy Technology and R&D, International Energy Agency, Paris, France	International Energy Agency	International/Intergovernmental	Other	Other	International/Intergovernmental	0		Other witness	Other witness
110	Senate	Committee on Energy and Natural Resources	Energy and Natural Resources	2008	2008-06-25	Future Energy Needs	110shrg44855	Orbach, Raymond L., Under Secretary for Science, Department of Energy	Department of Energy	Civil Servants/Public Officials	Other	Government Officials	Government Officials	0		Other witness	Other witness
110	Senate	Committee on Energy and Natural Resources	Energy and Natural Resources	2008	2008-06-25	Future Energy Needs	110shrg44855	Wilson, Tom, Senior Program Manager, Global Climate Change Research, Electric Power Research Institute, Palo Alto, CA	Electric Power Research Institute	Electric Utilities	Energy & Natural Resources	Fossil Fuel Industry	Electric Utilities	0		Other witness	Other witness
110	Senate	Committee on Energy and Natural Resources	Energy and Natural Resources	2008	2008-06-25	Future Energy Needs	110shrg44855	Kopp, Raymond J., Senior Fellow and Director, Climate Policy Program, Resources For The Future,	Resources for the Future	Environment	Ideological/Single-Issue	Non-Profit Organisations	Environment	0		Other witness	Other witness
110	Senate	Committee on Energy and Natural Resources	Energy and Natural Resources	2008	2008-06-25	Future Energy Needs	110shrg44855	Bhatia, Karan, Vice President and Senior Counsel, General Electric Company	General Electric	Misc Manufacturing & Distributing	Misc Business	Carbon-intensive Industry	Manufacturing	0		Other witness	Other witness
110	Senate	Committee on Environment and Public Works	Environment and Public Works	2007	2007-11-08	America's Climate Security Act of 2007, S. 2191	110shrg73583	Darbee, Peter A., chairman, CEO and president, Pacific Gas and Electric Corporation	Pacific Gas and Electric Corporation	Electric Utilities	Energy & Natural Resources	Fossil Fuel Industry	Electric Utilities	0		Other witness	Other witness
110	Senate	Committee on Environment and Public Works	Environment and Public Works	2007	2007-11-08	America's Climate Security Act of 2007, S. 2191	110shrg73583	Pershing, Jonathan, director, Climate, Energy and Pollution Program, World Resources Institute	World Resources Institute	Environment	Ideological/Single-Issue	Non-Profit Organisations	Environment	0		Other witness	Other witness
110	Senate	Committee on Environment and Public Works	Environment and Public Works	2007	2007-11-08	America's Climate Security Act of 2007, S. 2191	110shrg73583	Smith, Anne E., Ph.D., vice president, CRA International	Cra International	Business Services	Misc Business	Business & Services	Misc Business	0		Other witness	Other witness
110	Senate	Committee on Environment and Public Works	Environment and Public Works	2007	2007-11-08	America's Climate Security Act of 2007, S. 2191	110shrg73583	Thorning, Margo, Ph.D., senior vice president and chief economist, American Council for Capital Formation	American Council for Capital Formation	Business Associations	Misc Business	Business & Services	Misc Business	0	American Council for Capital Formation	Contrarian	Other contrarian
110	Senate	Committee on Environment and Public Works	Environment and Public Works	2007	2007-11-08	America's Climate Security Act of 2007, S. 2191	110shrg73583	Barbour, Wiley, executive director, Environmental Resources Trust, Inc	Environmental Resources Trust	Environment	Ideological/Single-Issue	Non-Profit Organisations	Environment	0		Other witness	Other witness
110	Senate	Committee on Environment and Public Works	Environment and Public Works	2007	2007-11-08	America's Climate Security Act of 2007, S. 2191	110shrg73583	Hawkins, David, director, climate center, Natural Resources Defense Council	Natural Resources Defense Council	Environment	Ideological/Single-Issue	Non-Profit Organisations	Environment	0		Other witness	Other witness
110	Senate	Committee on Environment and Public Works	Environment and Public Works	2007	2007-11-08	America's Climate Security Act of 2007, S. 2191	110shrg73583	Greene, David L., corporate fellow, Engineering Science and Technology Division, Oak Ridge National Laboratory	National Laboratory	Civil Servants/Public Officials	Other	Scientists	Government Scientists	1		Other witness	Other witness
110	Senate	Committee on Environment and Public Works	Environment and Public Works	2007	2007-11-08	America's Climate Security Act of 2007, S. 2191	110shrg73583	Baugh, Robert C., executive director, AFL-CIO Industrial Union Council and Chair, AFL-CIO Energy Task Force	AFL-CIO	Industrial Unions	Labour	Non-Profit Organisations	Labour	0		Other witness	Other witness
110	Senate	Committee on Environment and Public Works	Environment and Public Works	2007	2007-11-08	America's Climate Security Act of 2007, S. 2191	110shrg73583	Sharkey III, Andrew G., president and CEO, American Iron and Steel Institute	American Iron and Steel Institute	Steel Production	Misc Business	Carbon-intensive Industry	Manufacturing	0		Other witness	Other witness
110	Senate	Committee on Environment and Public Works	Environment and Public Works	2007	2007-11-08	America's Climate Security Act of 2007, S. 2191	110shrg73583	Rowlett, Donald R., director of Regulatory Policy and Compliance, OG&E Energy Corporation	Og&E Energy	Electric Utilities	Energy & Natural Resources	Fossil Fuel Industry	Electric Utilities	0		Other witness	Other witness
110	Senate	Committee on Environment and Public Works	Environment and Public Works	2007	2007-11-08	America's Climate Security Act of 2007, S. 2191	110shrg73583	Krupp, Fred, president, Environmental Defense	Environmental Defense	Environment	Ideological/Single-Issue	Non-Profit Organisations	Environment	0		Other witness	Other witness
110	Senate	Committee on Environment and Public Works	Environment and Public Works	2007	2007-11-08	America's Climate Security Act of 2007, S. 2191	110shrg73583	Claussen, Eileen, president, Pew Center on Global Climate Change	Pew Center on Global Climate Change	Environment	Ideological/Single-Issue	Non-Profit Organisations	Environment	0		Other witness	Other witness
110	Senate	Committee on Environment and Public Works	Environment and Public Works	2007	2007-11-08	America's Climate Security Act of 2007, S. 2191	110shrg73583	Sims, Ron, county executive of King County, Washington	County Executive	Civil Servants/Public Officials	Other	Government Officials	Government Officials	0		Other witness	Other witness
110	Senate	Committee on Environment and Public Works	Environment and Public Works	2007	2007-11-08	America's Climate Security Act of 2007, S. 2191	110shrg73583	Book, Kevin, senior analyst and vice president, Friedman Billings Ramsey and Company, Inc	Friedman Billings Ramsey and Company	Securities & Investment	Finance, Insurance & Real Estate	Business & Services	Finance, Insurance & Real Estate	0		Other witness	Other witness
110	Senate	Committee on Environment and Public Works	Environment and Public Works	2007	2007-11-08	America's Climate Security Act of 2007, S. 2191	110shrg73583	Berendt, Christopher, director of Environmental Markets and Policy, PACE	Pace	Business Services	Misc Business	Business & Services	Misc Business	0		Other witness	Other witness
110	House	Committee on Energy and Commerce	Energy and Commerce	2007	2007-02-13	Addressing Climate Change: Views from Private Sector Panels	110hhrg35445	Claussen, Eileen, president, PEW Center on Global Climate Change, Arlington, VA	Pew Center on Global Climate Change	Environment	Ideological/Single-Issue	Non-Profit Organisations	Environment	0		Other witness	Other witness
110	House	Committee on Energy and Commerce	Energy and Commerce	2007	2007-02-13	Addressing Climate Change: Views from Private Sector Panels	110hhrg35445	Krupp, Fred, president, Environmental Defense, New York, NY	Environmental Defense	Environment	Ideological/Single-Issue	Non-Profit Organisations	Environment	0		Other witness	Other witness
110	House	Committee on Energy and Commerce	Energy and Commerce	2007	2007-02-13	Addressing Climate Change: Views from Private Sector Panels	110hhrg35445	Rice, John G., vice chairman, General Electric, Washington, DC	General Electric	Misc Manufacturing & Distributing	Misc Business	Carbon-intensive Industry	Manufacturing	0		Other witness	Other witness
110	House	Committee on Energy and Commerce	Energy and Commerce	2007	2007-02-13	Addressing Climate Change: Views from Private Sector Panels	110hhrg35445	Rowlan, Steven, general manager, environmental affairs, Nucor Corporation, on behalf of Dan DiMicco, chairman, president, and chief executive officer, Nucor Corporation	Nucor Corporation	Steel Production	Misc Business	Carbon-intensive Industry	Manufacturing	0		Other witness	Other witness
110	House	Committee on Energy and Commerce	Energy and Commerce	2007	2007-02-13	Addressing Climate Change: Views from Private Sector Panels	110hhrg35445	Sharp, Hon. Philip R., president, Resources for the Future, Washington, DC	Resources for the Future	Environment	Ideological/Single-Issue	Non-Profit Organisations	Environment	0		Other witness	Other witness
110	House	Committee on Energy and Commerce	Energy and Commerce	2007	2007-02-13	Addressing Climate Change: Views from Private Sector Panels	110hhrg35445	Ulreich, Stefan, consultant/specialist energy policy, EON Energie AG, Berlin, Germany	Eon Energie	Electric Utilities	Energy & Natural Resources	Fossil Fuel Industry	Electric Utilities	0		Other witness	Other witness
110	House	Committee on Energy and Commerce	Energy and Commerce	2007	2007-03-07	Climate Change: Are Greenhouse Gas Emissions from Human Activities Contributing to the Warming of the Planet?	110hhrg37414	James W. Hurrell, director, Climate and Global, Dynamics Division, National Center for Atmospheric Research, Boulder, CO	National Center for Atmospheric Research	Civil Servants/Public Officials	Other	Scientists	Government Scientists	1		Other witness	Other witness
110	House	Committee on Energy and Commerce	Energy and Commerce	2007	2007-03-07	Climate Change: Are Greenhouse Gas Emissions from Human Activities Contributing to the Warming of the Planet?	110hhrg37414	Michael Oppenheimer, professor, geosciences and international affairs, Princeton University, Woodrow Wilson School, Princeton, NJ	Princeton University	Education	Other	Scientists	Scientists	0		Other witness	Other witness
110	House	Committee on Energy and Commerce	Energy and Commerce	2007	2007-03-07	Climate Change: Are Greenhouse Gas Emissions from Human Activities Contributing to the Warming of the Planet?	110hhrg37414	Gabriele Hegerl, associate research professor, Earth and Ocean Sciences Division, Duke University, Durham, NC	Duke University	Education	Other	Scientists	Scientists	0		Other witness	Other witness
110	House	Committee on Energy and Commerce	Energy and Commerce	2007	2007-03-07	Climate Change: Are Greenhouse Gas Emissions from Human Activities Contributing to the Warming of the Planet?	110hhrg37414	Roni Avissar, professor and chair, Department of Civil and Environmental Engineering, Duke University, Durham, NC	Duke University	Education	Other	Scientists	Scientists	0		Other witness	Other witness
110	House	Committee on Energy and Commerce	Energy and Commerce	2007	2007-03-07	Climate Change: Are Greenhouse Gas Emissions from Human Activities Contributing to the Warming of the Planet?	110hhrg37414	John R. Christy, professor and director, Earth System Science Center, NSSTC, University of Alabama in Huntsville, Huntsville, AL	University of Alabama	Education	Other	Scientists	Scientists	0		Contrarian	Denialist
110	Senate	Committee on Energy and Natural Resources	Energy and Natural Resources	2007	2007-01-24	Eia Analysis of Draft Climate Change Legislation	110shrg34079	Grumet, Jason S., Executive Director, National Commission on Energy Policy	Commission on Energy	Civil Servants/Public Officials	Other	Government Officials	Government Officials	0		Other witness	Other witness
110	Senate	Committee on Energy and Natural Resources	Energy and Natural Resources	2007	2007-01-24	Eia Analysis of Draft Climate Change Legislation	110shrg34079	Sterba, Jeffry E., Chairman, President and CEO, PNM Resources	PNM Resources	Electric Utilities	Energy & Natural Resources	Fossil Fuel Industry	Electric Utilities	0		Other witness	Other witness
110	Senate	Committee on Energy and Natural Resources	Energy and Natural Resources	2007	2007-01-24	Eia Analysis of Draft Climate Change Legislation	110shrg34079	Smith, Anne E., Ph.D., Vice President, CRA International	Cra International	Business Services	Misc Business	Business & Services	Misc Business	0		Other witness	Other witness
110	Senate	Committee on Energy and Natural Resources	Energy and Natural Resources	2007	2007-01-24	Eia Analysis of Draft Climate Change Legislation	110shrg34079	Gruenspecht, Howard, Deputy Administrator, Energy Information Administration, Department of Energy	Department of Energy	Civil Servants/Public Officials	Other	Government Officials	Government Officials	0		Other witness	Other witness
110	Senate	Committee on Energy and Natural Resources	Energy and Natural Resources	2007	2007-01-24	Eia Analysis of Draft Climate Change Legislation	110shrg34079	Lashof, Daniel A., Ph.D., Climate Center Science Director, Natural Resources Defense Council	Natural Resources Defense Council	Environment	Ideological/Single-Issue	Non-Profit Organisations	Environment	0		Other witness	Other witness
110	House	Committee on Energy and Commerce	Energy and Commerce	2007	2007-03-21	Perspectives on Climate Change	110hhrg37579	Hon. Al Gore, Jr.,	Al Gore	Environment	Ideological/Single-Issue	Non-Profit Organisations	Environment	0		Other witness	Other witness
110	House	Committee on Energy and Commerce	Energy and Commerce	2007	2007-03-21	Perspectives on Climate Change	110hhrg37579	Bjorn Lomborg, adjunct professor, Copenhagen Consensus Center, Copenhagen Business School, Copenhagen, Denmark	Copenhagen Consensus Center	Non-Profit Institutions	Other	Non-Profit Organisations	Nonpartisan Non-Profits	0	Copenhagen Consensus Center	Contrarian	Denialist
110	House	Committee on Energy and Commerce	Energy and Commerce	2008	2008-03-05	Climate Change: Competitiveness Concerns and Prospects for Engaging Developing Countries	110hhrg50023	Michael G. Morris, Chairman, President, Chief Executive Officer, American Electric Power	American Electric Power	Electric Utilities	Energy & Natural Resources	Fossil Fuel Industry	Electric Utilities	0		Other witness	Other witness
110	House	Committee on Energy and Commerce	Energy and Commerce	2008	2008-03-05	Climate Change: Competitiveness Concerns and Prospects for Engaging Developing Countries	110hhrg50023	Jim Slattery, Nucor Steel Corporation	Nucor Steel Corporation	Steel Production	Misc Business	Carbon-intensive Industry	Manufacturing	0		Other witness	Other witness
110	House	Committee on Energy and Commerce	Energy and Commerce	2008	2008-03-05	Climate Change: Competitiveness Concerns and Prospects for Engaging Developing Countries	110hhrg50023	Richard Morgenstern, Senior Fellow, Resources for the Future	Resources for the Future	Environment	Ideological/Single-Issue	Non-Profit Organisations	Environment	0		Other witness	Other witness
110	House	Committee on Energy and Commerce	Energy and Commerce	2008	2008-03-05	Climate Change: Competitiveness Concerns and Prospects for Engaging Developing Countries	110hhrg50023	David Doniger, Policy Director, Climate Center, Natural Resources Defense Council	Natural Resources Defense Council	Environment	Ideological/Single-Issue	Non-Profit Organisations	Environment	0		Other witness	Other witness
110	House	Committee on Energy and Commerce	Energy and Commerce	2008	2008-03-05	Climate Change: Competitiveness Concerns and Prospects for Engaging Developing Countries	110hhrg50023	Gary Hufbauer, Peterson Institute for International Economics	Peterson Institute for International Economics	Non-Profit Institutions	Other	Non-Profit Organisations	Nonpartisan Non-Profits	0		Other witness	Other witness
110	House	Committee on Energy and Commerce	Energy and Commerce	2008	2008-03-05	Climate Change: Competitiveness Concerns and Prospects for Engaging Developing Countries	110hhrg50023	Christopher Wenk, Senior Director, International Policy, U.S. Chamber of Commerce	U.S. Chamber of Commerce	Business Associations	Misc Business	Business & Services	Misc Business	0	US Chamber of Commerce	Contrarian	Other contrarian
110	House	Select Committee on Energy Independence and Global Warming	Energy Independence and Global Warming	2007	2007-10-10	Business Opportunities in a Low-Carbon Energy Economy	110hhrg58147	Mr. Ralph Izzo, Chairman, President and CEO, Public Service Enterprise Group Incorporated (PSEG), member of the Clean Energy Group and its Clean Air Policy Initiative	Clean Energy Group	Alternate energy production & services	Energy & Natural Resources	Alternative Energy	Alternative Energy	0		Other witness	Other witness
110	House	Select Committee on Energy Independence and Global Warming	Energy Independence and Global Warming	2007	2007-10-10	Business Opportunities in a Low-Carbon Energy Economy	110hhrg58147	Mr. Neil Carson, CEO, Johnson Matthey plc, member of the UK Corporate Leaders' Group	Johnson Matthey	Misc Manufacturing & Distributing	Misc Business	Carbon-intensive Industry	Manufacturing	0		Other witness	Other witness
110	House	Select Committee on Energy Independence and Global Warming	Energy Independence and Global Warming	2007	2007-10-10	Business Opportunities in a Low-Carbon Energy Economy	110hhrg58147	Mr. Alain Grisay, CEO, F&C Investments, member of the UK and EU Corporate Leaders' Groups on Climate Change	Corporate Leaders' Groups on Climate Change	Non-Profit Institutions	Other	Non-Profit Organisations	Nonpartisan Non-Profits	0		Other witness	Other witness
110	House	Select Committee on Energy Independence and Global Warming	Energy Independence and Global Warming	2007	2007-10-10	Business Opportunities in a Low-Carbon Energy Economy	110hhrg58147	Mr. Jonathan Lash, President, World Resources Institute, member of the U.S. Climate Action Partnership	World Resources Institute	Environment	Ideological/Single-Issue	Non-Profit Organisations	Environment	0		Other witness	Other witness
110	Senate	Committee on Environment and Public Works	Environment and Public Works	2008	2008-09-23	Regulation of Greenhouse Gases Under the Clean Air Act	110shrg88911	Meyers, Robert, Principal Deputy Assistant Administrator, Office of Air and Radiation, U.S. Environmental Protection Agency	Environmental Protection Agency	Civil Servants/Public Officials	Other	Government Officials	Government Officials	0		Other witness	Other witness
110	Senate	Committee on Environment and Public Works	Environment and Public Works	2008	2008-09-23	Regulation of Greenhouse Gases Under the Clean Air Act	110shrg88911	Nichols, Hon. Mary, Chairman, California Air Resources Board	California Air Resources Board	Civil Servants/Public Officials	Other	Government Officials	Government Officials	0		Other witness	Other witness
110	Senate	Committee on Environment and Public Works	Environment and Public Works	2008	2008-09-23	Regulation of Greenhouse Gases Under the Clean Air Act	110shrg88911	Burnett, Jason, Former Associate Deputy Administrator, U.S. Environmental Protection Agency	Former Associate Deputy Administrator, U.S. Environmental Protection Agency	Retired	Other	Other	Individuals	0		Other witness	Other witness
110	Senate	Committee on Environment and Public Works	Environment and Public Works	2008	2008-09-23	Regulation of Greenhouse Gases Under the Clean Air Act	110shrg88911	Bookbinder, David, Chief Climate Counsel, Sierra Club	Sierra Club	Environment	Ideological/Single-Issue	Non-Profit Organisations	Environment	0		Other witness	Other witness
110	Senate	Committee on Environment and Public Works	Environment and Public Works	2008	2008-09-23	Regulation of Greenhouse Gases Under the Clean Air Act	110shrg88911	Kovacs, Bill, Vice President, Environment, Technology and Regulatory Affairs, U.S. Chamber of Commerce	U.S. Chamber of Commerce	Business Associations	Misc Business	Business & Services	Misc Business	0	US Chamber of Commerce	Contrarian	Other contrarian
110	Senate	Committee on Environment and Public Works	Environment and Public Works	2008	2008-09-23	Regulation of Greenhouse Gases Under the Clean Air Act	110shrg88911	Lewis, Marlo, Senior Fellow, Competitive Enterprise Institute	Competitive Enterprise Institute	Republican/Conservative	Ideological/Single-Issue	Non-Profit Organisations	Partisan Non-Profits	0	Competitive Enterprise Institute	Contrarian	Denialist
110	House	Committee on Energy and Commerce	Energy and Commerce	2008	2008-06-19	Legislative Proposals to Reduce Greenhouse Gas Emissions: An Overview	110hhrg56980	Kraig R. Naasz, President and Chief Executive Officer, National Mining Association	National Mining Association	Mining	Energy & Natural Resources	Carbon-intensive Industry	Mining	0	National Mining Association	Contrarian	Other contrarian
110	House	Committee on Energy and Commerce	Energy and Commerce	2008	2008-06-19	Legislative Proposals to Reduce Greenhouse Gas Emissions: An Overview	110hhrg56980	Michael Goo, Climate Legislative Director, Natural Resources Defense Council	Natural Resources Defense Council	Environment	Ideological/Single-Issue	Non-Profit Organisations	Environment	0		Other witness	Other witness
110	House	Committee on Energy and Commerce	Energy and Commerce	2008	2008-06-19	Legislative Proposals to Reduce Greenhouse Gas Emissions: An Overview	110hhrg56980	Alan Reuther, Legislative Director, United Auto Workers	United Auto Workers	Industrial Unions	Labour	Non-Profit Organisations	Labour	0		Other witness	Other witness
110	House	Committee on Energy and Commerce	Energy and Commerce	2008	2008-06-19	Legislative Proposals to Reduce Greenhouse Gas Emissions: An Overview	110hhrg56980	Lisa Jacobson, Executive Director, Business Council for Sustainable Energy	Business Council for Sustainable Energy	Alternate energy production & services	Energy & Natural Resources	Alternative Energy	Alternative Energy	0		Other witness	Other witness
110	House	Committee on Energy and Commerce	Energy and Commerce	2008	2008-06-19	Legislative Proposals to Reduce Greenhouse Gas Emissions: An Overview	110hhrg56980	Thomas R. Kuhn, President, Edison Electric Institute	Edison Electric Institute	Electric Utilities	Energy & Natural Resources	Fossil Fuel Industry	Electric Utilities	0	Edison Electric Institute	Contrarian	Other contrarian
110	House	Committee on Energy and Commerce	Energy and Commerce	2008	2008-06-19	Legislative Proposals to Reduce Greenhouse Gas Emissions: An Overview	110hhrg56980	Frank L. Bowman, Admiral, U.S. Navy (retired), President and Chief Executive Officer, Nuclear Energy Institute	Nuclear Energy Institute	Nuclear Energy	Energy & Natural Resources	Alternative Energy	Alternative Energy	0		Other witness	Other witness
110	House	Committee on Energy and Commerce	Energy and Commerce	2008	2008-06-19	Legislative Proposals to Reduce Greenhouse Gas Emissions: An Overview	110hhrg56980	Mary Minette, Director for Environmental Education and Advocacy, Evangelical Lutheran Church in America	Evangelical Lutheran Church in America	Clergy & Religious Organisations	Other	Other	Clergy & Religious Organisations	0		Other witness	Other witness
